@RELATION knndiffparam
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {amlo,not_amlo,music}

@DATA
0.017657,0.033245,3.070594,0.077170,0.150301,0.058628,0.013038,0.018483,-25.987885,3.494336,0.381856,-0.036705,-0.292361,0.009989,0.031144,0.191360,0.024047,0.102615,0.025625,0.081845,-0.037029,0.024827,0.008807,0.029881,0.006525,0.021822,0.019480,0.044564,0.001769,0.014007,0.032880,0.034425,0.007540,0.028636,0.006538,0.028467,0.218202,0.023814,0.036397,0.058730,0.006933,0.004589,1.876624,0.481913,0.630198,0.342533,0.366298,0.315634,0.251438,0.195532,0.242000,0.198904,0.182560,0.168698,0.174653,0.026975,0.012375,0.029053,0.007062,0.018138,0.021766,0.032463,0.003910,0.015760,0.025259,0.032627,0.010575,0.009448,amlo
0.028166,0.015432,3.108783,0.083727,0.141200,0.146084,0.011164,0.037308,-26.701929,3.164023,0.211942,-0.005298,-0.297781,0.101069,0.020606,0.095908,0.112559,0.085592,0.121455,0.064502,0.015133,0.012658,0.011071,0.024416,0.008956,0.055623,0.024932,0.042478,0.001994,0.006186,0.017779,0.018557,0.006072,0.025884,0.019230,0.016998,0.194630,0.032789,0.030674,0.236897,0.006681,0.038517,2.419765,0.576847,0.791789,0.267315,0.452868,0.298136,0.227278,0.250375,0.252730,0.201515,0.186768,0.164961,0.169636,0.013050,0.014529,0.020517,0.009009,0.038014,0.020995,0.032548,0.002930,0.005905,0.014358,0.020162,0.007650,0.009126,amlo
0.051638,0.007552,2.971039,0.121661,0.167891,0.254007,0.020355,0.047432,-28.074445,2.497752,0.180156,0.434370,-0.046519,0.073006,0.096460,0.039458,0.062549,0.021424,0.045499,0.239087,-0.127733,0.013439,0.002669,0.028577,0.008137,0.029611,0.010236,0.051993,0.001526,0.010358,0.017288,0.048757,0.008741,0.030421,0.025201,0.009663,0.345756,0.036588,0.033588,0.224526,0.034818,0.047425,3.479522,0.908340,0.940598,0.652948,0.525995,0.456405,0.337638,0.385983,0.293543,0.274232,0.255179,0.237307,0.268841,0.017277,0.005003,0.032471,0.016793,0.034571,0.015740,0.052515,0.002302,0.016276,0.021492,0.049275,0.016531,0.014541,amlo
0.062727,0.008491,3.018797,0.138553,0.171246,0.422684,0.011105,0.085109,-28.213881,1.992929,0.320022,0.370754,-0.159263,0.258954,-0.094585,0.101901,0.287029,-0.124532,0.033593,0.050673,-0.158371,0.013089,0.005969,0.024745,0.006975,0.025806,0.004099,0.045474,0.000665,0.008584,0.022612,0.038282,0.006993,0.026464,0.049425,0.012114,0.269631,0.048402,0.028516,0.471276,0.007238,0.092962,3.140405,1.088607,0.756598,0.604500,0.535696,0.450952,0.323864,0.427647,0.338051,0.280441,0.224295,0.267958,0.269389,0.016277,0.011930,0.026749,0.010050,0.025434,0.006774,0.057694,0.000860,0.015460,0.023673,0.034883,0.011099,0.014471,amlo
0.074959,0.007236,2.999409,0.155812,0.183173,0.473579,0.011946,0.085499,-28.709006,2.070629,0.689427,0.296021,-0.014341,0.334507,-0.133896,-0.000474,0.212556,-0.028280,0.117624,0.116049,-0.127429,0.013980,0.005905,0.038040,0.006121,0.021069,0.007005,0.066439,0.001773,0.012530,0.025904,0.030868,0.006184,0.032220,0.041524,0.010829,0.241608,0.044917,0.030038,0.388793,0.008127,0.109308,3.304358,0.965902,0.767328,0.710722,0.532183,0.448964,0.248708,0.303331,0.290423,0.194741,0.220610,0.229104,0.271945,0.023168,0.012053,0.042673,0.009448,0.023698,0.011823,0.074663,0.003748,0.020721,0.024949,0.030480,0.012963,0.017206,amlo
0.033593,0.013580,3.051794,0.112617,0.173457,0.233324,0.015402,0.046452,-27.101758,2.539858,0.378369,0.285814,-0.009418,0.041332,-0.026054,0.225523,0.249973,0.104948,0.051330,0.209054,-0.094357,0.016967,0.004411,0.025148,0.005398,0.010629,0.004055,0.093036,0.000925,0.008316,0.017290,0.079316,0.012132,0.043800,0.031535,0.014525,0.234498,0.035655,0.029234,0.313148,0.010976,0.057164,2.491654,0.834906,0.695417,0.622661,0.501092,0.418535,0.276950,0.280484,0.270696,0.205901,0.259395,0.272437,0.300942,0.025097,0.009270,0.021966,0.010151,0.012954,0.007001,0.093297,0.001740,0.014893,0.020177,0.068174,0.022865,0.023464,amlo
0.071488,0.003800,2.972951,0.157522,0.180266,0.509180,0.010713,0.090327,-29.926333,1.965261,0.830610,0.602477,-0.074570,0.259453,0.041423,0.058269,0.201629,0.107986,0.052339,0.108282,-0.131478,0.010922,0.005793,0.032654,0.003804,0.012968,0.004274,0.099900,0.001255,0.007962,0.021669,0.044761,0.003550,0.038779,0.057366,0.006534,0.292547,0.050850,0.026946,0.518695,0.008153,0.107328,3.334953,0.727391,0.607371,0.642264,0.504524,0.334917,0.373542,0.307757,0.267065,0.249885,0.227467,0.250244,0.228498,0.017037,0.013099,0.036751,0.004971,0.018518,0.007654,0.085896,0.002394,0.013660,0.022168,0.042631,0.005436,0.025272,amlo
0.048421,0.016587,3.016536,0.130907,0.178025,0.304315,0.015480,0.050417,-27.273764,2.550977,0.639259,0.346556,-0.063087,-0.035270,0.020363,0.091289,0.150472,0.138414,0.144430,0.181704,-0.130766,0.009948,0.001683,0.046332,0.003346,0.019543,0.003846,0.041484,0.000690,0.011097,0.039721,0.051850,0.004458,0.033606,0.041449,0.019528,0.276982,0.039735,0.028933,0.377427,0.009088,0.073096,3.186331,0.783010,0.769047,0.637330,0.534901,0.439060,0.412779,0.367146,0.288978,0.241160,0.221320,0.230457,0.232891,0.013236,0.002195,0.056629,0.004486,0.025058,0.006339,0.049114,0.001212,0.020894,0.041487,0.046488,0.009392,0.014748,amlo
0.036574,0.007268,3.004844,0.123361,0.183035,0.178087,0.011669,0.033630,-28.741785,2.460665,0.205431,0.834573,0.061134,0.021784,0.296082,0.115427,0.228569,0.240110,0.116141,0.191534,-0.076595,0.016591,0.003966,0.059428,0.003239,0.025586,0.005230,0.073444,0.001379,0.005309,0.015306,0.051411,0.009835,0.038107,0.018618,0.012655,0.200836,0.026331,0.027792,0.161526,0.006633,0.032395,2.634070,0.742520,0.593316,0.691743,0.376076,0.356372,0.302266,0.304063,0.257466,0.214642,0.194296,0.188184,0.202703,0.023832,0.008368,0.051759,0.004118,0.024098,0.007749,0.063526,0.002759,0.011659,0.018180,0.044227,0.017663,0.015147,amlo
0.049537,0.006533,3.061697,0.123261,0.168716,0.288050,0.011447,0.059310,-28.064096,1.941536,0.020579,0.437141,-0.076844,0.035811,0.020299,0.057790,0.166248,0.072751,0.057843,0.135710,-0.178600,0.015819,0.004057,0.029581,0.006659,0.016516,0.005450,0.054415,0.001677,0.008427,0.019721,0.043095,0.010686,0.028031,0.029280,0.009697,0.236228,0.033293,0.030420,0.284540,0.006859,0.054578,3.183685,0.984872,0.719102,0.692229,0.549219,0.469387,0.320704,0.342962,0.332260,0.231569,0.238817,0.232346,0.267075,0.018057,0.007175,0.036033,0.008055,0.020563,0.008567,0.058217,0.001981,0.012894,0.019839,0.036568,0.016575,0.015082,amlo
0.047432,0.007631,2.977267,0.121035,0.166525,0.276677,0.013962,0.056198,-28.252862,2.058023,0.000714,0.672349,0.252460,-0.247588,0.185985,0.180578,0.078712,-0.009230,0.050972,0.114227,-0.000290,0.008643,0.003548,0.038297,0.009768,0.018555,0.006204,0.104084,0.001616,0.004642,0.008861,0.044961,0.005639,0.039336,0.033212,0.011293,0.235447,0.038770,0.032409,0.334573,0.010374,0.062036,3.399215,1.057017,0.927966,0.588294,0.384863,0.441651,0.345201,0.294021,0.238603,0.313392,0.195951,0.207973,0.253195,0.010998,0.005639,0.036992,0.014331,0.017999,0.008208,0.095559,0.002738,0.007651,0.012989,0.047862,0.009304,0.027435,amlo
0.057151,0.013851,2.963221,0.137132,0.179063,0.382777,0.013394,0.062886,-28.058367,2.220252,0.610868,0.331407,-0.002284,-0.118197,-0.032063,0.255975,0.008961,-0.002620,-0.043762,0.000638,-0.253400,0.022503,0.008687,0.043213,0.008207,0.012158,0.004929,0.065357,0.000701,0.005949,0.018944,0.062864,0.009550,0.037304,0.043881,0.021198,0.337395,0.039666,0.023694,0.403793,0.008591,0.074805,3.015020,0.759913,0.622967,0.755865,0.542114,0.415376,0.290124,0.302346,0.265858,0.247609,0.270883,0.301965,0.226638,0.030114,0.017349,0.043573,0.012578,0.014993,0.007700,0.067125,0.001260,0.012757,0.025203,0.051170,0.017883,0.016425,amlo
0.042945,0.007580,3.043544,0.119683,0.172260,0.291533,0.012767,0.056098,-28.422604,2.566186,0.564000,0.536196,-0.155191,-0.095991,0.011417,0.247125,-0.044959,0.017242,-0.014982,0.087607,-0.139513,0.012418,0.004149,0.026109,0.016751,0.033334,0.005244,0.055670,0.000846,0.008170,0.022937,0.050738,0.006193,0.032035,0.039111,0.009585,0.207991,0.041088,0.028643,0.411697,0.007243,0.080348,2.719319,0.896949,0.652710,0.608978,0.398473,0.403007,0.271848,0.294561,0.267231,0.272549,0.254492,0.268695,0.260830,0.013556,0.007379,0.025378,0.017196,0.030761,0.006306,0.062251,0.001666,0.013019,0.022217,0.044923,0.011049,0.015607,amlo
0.044796,0.006503,3.009112,0.121187,0.170066,0.284593,0.011361,0.052377,-28.809147,2.161129,0.369671,0.633541,0.016784,-0.204513,0.068628,0.255636,0.076719,-0.023483,0.086280,0.103880,-0.171950,0.016241,0.005465,0.035639,0.007305,0.017214,0.006281,0.046522,0.000904,0.005623,0.020926,0.079630,0.007354,0.034192,0.033205,0.007517,0.255498,0.033027,0.022762,0.305861,0.007643,0.054327,2.090445,0.884998,0.680862,0.611275,0.407186,0.369198,0.294158,0.274575,0.276430,0.247249,0.231292,0.217722,0.209964,0.016532,0.009975,0.036386,0.012015,0.017852,0.009005,0.040803,0.001679,0.009472,0.025012,0.055223,0.011739,0.013240,amlo
0.054002,0.005501,3.034856,0.124825,0.161464,0.369111,0.011098,0.068938,-27.875304,1.895168,0.272340,0.289587,-0.312065,-0.024086,0.028018,0.001644,0.134417,-0.039386,0.104859,0.063450,-0.043673,0.016853,0.006692,0.026032,0.007350,0.020978,0.012731,0.048877,0.001182,0.015319,0.017050,0.027733,0.009674,0.027937,0.030683,0.008670,0.282684,0.036740,0.032104,0.319352,0.006435,0.057403,2.681157,0.861256,0.652779,0.586136,0.464750,0.372153,0.336476,0.354982,0.268662,0.298003,0.268623,0.325626,0.280738,0.023917,0.010752,0.025562,0.013008,0.028203,0.020004,0.048590,0.001402,0.023453,0.015934,0.031033,0.016562,0.013750,amlo
0.067087,0.009673,2.990437,0.146810,0.180092,0.414301,0.012089,0.064592,-29.536580,2.407745,0.496737,0.357352,0.014424,-0.138820,0.187677,0.089349,0.082381,0.061458,0.027794,-0.008960,-0.327913,0.029414,0.002777,0.039365,0.004894,0.022035,0.004213,0.048358,0.000821,0.003874,0.015785,0.053371,0.015060,0.031964,0.046360,0.011340,0.282041,0.040428,0.030091,0.395767,0.007561,0.081439,2.597927,0.877322,0.597958,0.541661,0.431095,0.313717,0.354082,0.333521,0.227970,0.240651,0.259106,0.204274,0.266536,0.030304,0.004702,0.034994,0.007737,0.024246,0.006738,0.048541,0.001350,0.008245,0.018008,0.045844,0.021592,0.014204,amlo
0.068040,0.006255,3.049721,0.146353,0.176639,0.427092,0.011027,0.068448,-29.761558,2.256475,0.692062,0.215851,-0.119839,0.039867,0.103358,0.116873,0.124260,-0.046601,0.068196,0.040257,-0.087123,0.014679,0.009555,0.033287,0.004019,0.012182,0.006963,0.072802,0.000615,0.011923,0.017725,0.036396,0.010398,0.033024,0.052005,0.008745,0.235093,0.047347,0.028438,0.419382,0.008242,0.081668,3.884058,0.904284,0.658514,0.689422,0.588926,0.402194,0.398903,0.369885,0.317393,0.264986,0.215391,0.264156,0.247762,0.022151,0.021032,0.035235,0.005200,0.012894,0.012863,0.076171,0.000803,0.019805,0.022835,0.038457,0.022419,0.019768,amlo
0.063094,0.004576,3.012729,0.142624,0.174061,0.403073,0.010101,0.077368,-29.312293,2.013015,0.682751,0.468405,-0.103377,0.256333,-0.008841,0.095177,0.129898,-0.043349,0.085920,0.099315,-0.010078,0.010594,0.011602,0.050685,0.004430,0.016827,0.009899,0.096258,0.000964,0.012209,0.015629,0.022306,0.002935,0.037691,0.050570,0.005797,0.239450,0.047022,0.031522,0.418217,0.006887,0.087944,2.966074,0.859520,0.648436,0.562003,0.483538,0.272959,0.270141,0.282580,0.286296,0.245298,0.206376,0.230709,0.225812,0.015028,0.021241,0.041344,0.007533,0.018435,0.018494,0.083913,0.001617,0.022057,0.014691,0.024304,0.004467,0.020978,amlo
0.052074,0.008031,2.914386,0.131188,0.174307,0.387075,0.012273,0.066570,-27.918174,2.386955,0.431467,0.392128,-0.156771,-0.137148,0.079297,0.266570,0.073398,0.050610,0.009266,0.108499,-0.187679,0.018553,0.006726,0.040797,0.005791,0.021217,0.008883,0.051902,0.000914,0.009363,0.019589,0.041031,0.010191,0.028542,0.035436,0.011793,0.299953,0.043496,0.029918,0.396258,0.008961,0.069095,2.836244,0.769865,0.627065,0.533459,0.560351,0.423606,0.275489,0.327751,0.264843,0.254727,0.218043,0.249401,0.263053,0.019287,0.012940,0.041688,0.004805,0.019373,0.014662,0.050768,0.000944,0.013964,0.018117,0.038184,0.015621,0.013701,amlo
0.056293,0.005022,2.999982,0.134926,0.179034,0.370680,0.013115,0.059873,-29.151666,2.411086,0.465022,0.472324,0.050901,-0.188583,0.042455,0.246710,0.035867,0.080197,0.028052,0.169456,-0.077970,0.016002,0.002397,0.039604,0.009725,0.022270,0.007619,0.065401,0.000881,0.007715,0.020658,0.044908,0.006340,0.032737,0.041791,0.007211,0.235496,0.041750,0.032504,0.432541,0.008921,0.076840,3.283905,1.021381,0.734895,0.643800,0.431739,0.468858,0.302721,0.324861,0.230581,0.248129,0.218424,0.224349,0.215078,0.023621,0.003149,0.042301,0.014599,0.025722,0.012776,0.064266,0.001483,0.013146,0.024582,0.043362,0.009559,0.016747,amlo
0.052854,0.005571,3.005584,0.127457,0.175412,0.295256,0.012658,0.065200,-29.664813,2.531870,0.183249,0.639755,0.253566,-0.145994,0.142638,0.236281,0.029433,0.033130,0.070134,0.115528,-0.146350,0.014074,0.001905,0.042858,0.007939,0.030303,0.007613,0.076886,0.001450,0.008174,0.017958,0.049394,0.004866,0.034387,0.032732,0.009466,0.235945,0.033838,0.028156,0.230083,0.009372,0.078360,3.361544,0.735848,0.682173,0.499759,0.398012,0.382637,0.269165,0.285873,0.238533,0.224886,0.193797,0.218286,0.245530,0.016386,0.002396,0.036487,0.011131,0.026439,0.012326,0.067815,0.002595,0.015912,0.021284,0.041382,0.009127,0.015425,amlo
0.054265,0.012577,3.005097,0.123576,0.162060,0.347245,0.014411,0.070835,-27.016230,2.022321,-0.044791,0.489422,0.003463,0.021995,0.157565,0.010365,0.153045,-0.171519,-0.002515,-0.039291,-0.176502,0.017120,0.005670,0.043632,0.016956,0.025303,0.003811,0.031846,0.001653,0.008654,0.014817,0.052243,0.005326,0.032360,0.041160,0.015127,0.320047,0.040945,0.031965,0.378290,0.009302,0.071340,3.120943,0.893487,0.755982,0.544181,0.515353,0.441844,0.280701,0.394029,0.297104,0.339159,0.320497,0.316307,0.364107,0.020883,0.008516,0.047401,0.025846,0.032583,0.005090,0.038373,0.002795,0.018038,0.020050,0.045225,0.010641,0.016230,amlo
0.029093,0.041441,3.152498,0.077505,0.130804,0.130078,0.017500,0.047069,-22.804327,2.153186,-0.443691,0.427815,-0.044183,0.360626,0.031268,0.201174,0.039618,0.115057,0.007962,-0.006292,-0.088881,0.019097,0.009682,0.032249,0.009066,0.017323,0.009034,0.059361,0.005791,0.008189,0.018273,0.042806,0.006268,0.026247,0.008084,0.023837,0.155925,0.019916,0.035946,0.091108,0.042902,0.018925,1.695497,0.406461,0.343197,0.350880,0.253107,0.273200,0.219891,0.292917,0.207878,0.240114,0.187737,0.204401,0.228414,0.024824,0.015717,0.023549,0.011855,0.016095,0.012505,0.041902,0.008890,0.012792,0.016053,0.031361,0.009581,0.009158,amlo
0.029446,0.043621,3.153592,0.077767,0.127792,0.118108,0.007266,0.045780,-22.350711,2.110157,-0.488077,0.690812,0.027679,0.334362,0.018518,0.283734,-0.037459,0.088295,0.029408,0.082801,-0.004640,0.010696,0.005177,0.030624,0.008454,0.017613,0.009450,0.088901,0.002796,0.008398,0.016374,0.035108,0.004056,0.029086,0.006132,0.024057,0.090825,0.019769,0.034169,0.061689,0.003590,0.010855,0.581080,0.285897,0.345714,0.289080,0.270247,0.235179,0.194927,0.190519,0.177248,0.211319,0.155707,0.151508,0.140849,0.008710,0.005737,0.019764,0.007052,0.012155,0.013193,0.043631,0.004143,0.012105,0.017319,0.026374,0.003548,0.009524,amlo
0.032495,0.035775,3.128381,0.080899,0.128429,0.165964,0.007943,0.051343,-22.779769,1.908511,-0.284240,0.587889,-0.026949,0.296293,0.034541,0.273530,0.118711,0.075559,-0.013358,0.012806,-0.059707,0.013542,0.003981,0.040894,0.007626,0.021469,0.004319,0.059930,0.002590,0.006239,0.016944,0.061546,0.004173,0.028148,0.010653,0.021922,0.154161,0.019018,0.030873,0.123108,0.004486,0.019110,0.654254,0.339086,0.358914,0.319328,0.273868,0.264509,0.176904,0.223413,0.168523,0.209589,0.184843,0.178523,0.166724,0.011782,0.003787,0.026581,0.007146,0.018029,0.002974,0.044450,0.004513,0.007950,0.015199,0.038683,0.005722,0.010107,amlo
0.026951,0.041218,3.114360,0.076488,0.129185,0.112980,0.009731,0.042595,-22.837220,2.081712,-0.305027,0.566746,-0.119788,0.368754,0.063839,0.253284,0.049668,0.171382,0.102569,0.071896,-0.011276,0.010667,0.004834,0.043119,0.008107,0.013967,0.007827,0.080722,0.003429,0.011839,0.017285,0.053214,0.003849,0.032896,0.007972,0.025703,0.120225,0.018377,0.030821,0.080825,0.004305,0.018718,0.801133,0.355523,0.432417,0.301125,0.271342,0.292999,0.245106,0.228257,0.191663,0.188756,0.157860,0.187449,0.175952,0.015245,0.007315,0.032070,0.010717,0.009154,0.011474,0.052581,0.005519,0.021322,0.015664,0.042847,0.005639,0.012182,amlo
0.020054,0.056414,3.089202,0.074867,0.135923,0.079134,0.008890,0.025227,-22.902439,2.690390,0.119952,0.542024,-0.174903,0.245162,0.176665,0.494066,0.247037,0.123706,0.015957,-0.062534,-0.031705,0.015887,0.004572,0.051560,0.005803,0.045429,0.004604,0.069065,0.000789,0.002609,0.012456,0.051740,0.010768,0.031256,0.008445,0.025179,0.103517,0.022166,0.038271,0.064287,0.003788,0.012847,0.769961,0.380165,0.251086,0.239567,0.255242,0.247796,0.208230,0.207138,0.163330,0.180448,0.166570,0.165898,0.164775,0.015069,0.006806,0.025601,0.006658,0.032139,0.004548,0.042800,0.001014,0.002649,0.011562,0.033868,0.011608,0.008701,amlo
0.022368,0.039568,3.112513,0.069998,0.126424,0.072107,0.009950,0.028575,-23.303222,2.694576,-0.288711,0.512903,-0.139414,0.135799,0.188386,0.357659,0.156153,0.115716,0.002440,0.036264,-0.052530,0.010694,0.005064,0.043992,0.008964,0.027058,0.006774,0.087329,0.003385,0.004507,0.023274,0.034258,0.009251,0.031559,0.008395,0.023854,0.109724,0.019286,0.035378,0.053711,0.005028,0.010591,0.821597,0.401963,0.309937,0.289055,0.252072,0.255685,0.248285,0.227154,0.194494,0.218545,0.185042,0.203051,0.169447,0.008818,0.009775,0.028042,0.009520,0.023914,0.006698,0.056546,0.005610,0.005357,0.025056,0.021803,0.009563,0.011979,amlo
0.021452,0.054145,3.072234,0.077826,0.136035,0.099971,0.011332,0.028158,-23.115576,2.207409,-0.144937,0.548415,0.050066,0.354130,0.155355,0.367833,0.200870,0.158910,0.021728,0.012936,-0.021328,0.011681,0.008414,0.114865,0.005248,0.012481,0.003586,0.086446,0.001520,0.002589,0.008999,0.042015,0.003616,0.046748,0.009924,0.035245,0.142103,0.023330,0.032910,0.106151,0.007164,0.020225,0.595941,0.290987,0.301678,0.452805,0.306903,0.245569,0.199794,0.225918,0.190124,0.179331,0.177829,0.200510,0.184422,0.013027,0.014511,0.059649,0.007642,0.010785,0.005972,0.059561,0.002787,0.003107,0.008860,0.032057,0.005415,0.014237,amlo
0.024846,0.048965,3.092550,0.082060,0.139261,0.127900,0.008421,0.036515,-22.677118,2.205557,-0.090095,0.584218,0.126092,0.314173,0.095624,0.412843,0.151800,0.066288,0.021287,-0.006924,-0.079421,0.008736,0.005271,0.044381,0.006074,0.024917,0.003987,0.087786,0.000911,0.003550,0.034941,0.048926,0.002829,0.033883,0.009605,0.020930,0.106958,0.025439,0.039953,0.109459,0.003288,0.021268,0.646125,0.303658,0.286976,0.338966,0.275430,0.260571,0.226686,0.214525,0.215013,0.194479,0.187969,0.222535,0.193099,0.007268,0.005992,0.026101,0.004728,0.018942,0.005588,0.058555,0.000935,0.004148,0.022880,0.034627,0.004335,0.012053,amlo
0.019574,0.051297,3.066791,0.077653,0.141510,0.075653,0.008306,0.028575,-22.926102,2.456881,-0.132716,0.715110,0.172668,0.309751,0.177089,0.332600,0.076224,0.029876,0.050280,0.042930,-0.028840,0.008855,0.004065,0.050007,0.009300,0.026397,0.004626,0.061591,0.001321,0.002848,0.035504,0.066996,0.002120,0.032937,0.006082,0.021213,0.127739,0.021233,0.036175,0.043327,0.003675,0.012248,0.603983,0.253427,0.258610,0.279979,0.227392,0.194252,0.182231,0.189479,0.195337,0.171583,0.167855,0.195756,0.156908,0.008898,0.006469,0.034110,0.010898,0.021318,0.006014,0.034152,0.001819,0.002723,0.025272,0.043591,0.001823,0.008968,amlo
0.022146,0.047950,3.045534,0.074356,0.133121,0.077399,0.008856,0.030309,-22.981017,2.292613,-0.269115,0.639036,0.148636,0.350104,0.181980,0.381576,0.142548,0.056960,-0.008899,0.042138,-0.064871,0.010013,0.003731,0.075782,0.006905,0.015719,0.005013,0.121735,0.001661,0.002964,0.014152,0.040401,0.002353,0.041388,0.006488,0.027208,0.141835,0.018172,0.034729,0.033239,0.003759,0.012361,0.788110,0.295751,0.261818,0.246095,0.215645,0.199057,0.196308,0.183232,0.180000,0.185267,0.172243,0.179526,0.191573,0.007608,0.004351,0.036622,0.011486,0.014079,0.006459,0.066735,0.002233,0.002208,0.012388,0.028471,0.002484,0.015212,amlo
0.024515,0.041264,3.093233,0.078395,0.136451,0.101733,0.008658,0.036751,-22.770358,2.203384,-0.243108,0.566748,0.018214,0.390686,0.244634,0.312517,0.102958,0.134189,0.022656,0.037642,-0.076376,0.012698,0.004871,0.072638,0.005368,0.018163,0.006643,0.070173,0.001939,0.003000,0.017470,0.051901,0.005336,0.032039,0.006714,0.023819,0.111904,0.017968,0.034965,0.049894,0.003225,0.015417,0.805018,0.342295,0.355563,0.299779,0.280246,0.286106,0.199467,0.251081,0.199281,0.207840,0.183817,0.170608,0.225889,0.010512,0.008211,0.039126,0.005515,0.015583,0.007156,0.044440,0.002865,0.003933,0.013903,0.032056,0.009530,0.010018,amlo
0.025095,0.051586,3.043583,0.082191,0.137821,0.124769,0.008306,0.032568,-22.589592,2.130914,-0.155615,0.584548,0.147778,0.432312,0.203195,0.342001,0.087051,0.077482,-0.004379,0.051947,-0.017245,0.010717,0.006715,0.083120,0.006259,0.023551,0.004560,0.086641,0.001800,0.002743,0.012097,0.056032,0.003895,0.038128,0.007961,0.022488,0.143759,0.020980,0.033747,0.073776,0.003375,0.016118,0.583317,0.300307,0.270885,0.331851,0.286562,0.248632,0.197386,0.211643,0.178126,0.182747,0.142805,0.166913,0.202215,0.011066,0.012368,0.042147,0.004734,0.020062,0.004204,0.050569,0.002813,0.002896,0.009708,0.037094,0.005642,0.011548,amlo
0.021125,0.052464,3.044742,0.070916,0.127772,0.085951,0.009620,0.028494,-22.861305,2.352863,-0.125173,0.512504,0.080064,0.443426,0.206926,0.400075,0.151599,0.065950,0.067749,0.066725,-0.007665,0.008606,0.007880,0.078055,0.007266,0.053305,0.004920,0.055632,0.001982,0.004288,0.010210,0.043617,0.002960,0.033990,0.006405,0.027184,0.144636,0.018632,0.032543,0.055523,0.005442,0.016641,0.741875,0.345011,0.245962,0.336381,0.250143,0.275465,0.212028,0.221277,0.180822,0.205401,0.165719,0.195955,0.189193,0.008492,0.014715,0.038805,0.012035,0.037188,0.004320,0.037835,0.004651,0.006044,0.010775,0.029407,0.002899,0.009170,amlo
0.025327,0.041151,3.078716,0.080601,0.137157,0.125065,0.008683,0.035508,-23.096566,2.173337,-0.171877,0.502076,0.099255,0.431710,0.171282,0.245491,0.098101,0.130414,0.020947,0.115785,-0.049216,0.009153,0.005630,0.091515,0.006172,0.016156,0.006873,0.057551,0.002372,0.003728,0.012533,0.064118,0.003801,0.035583,0.010398,0.026548,0.134031,0.020682,0.035438,0.085860,0.004183,0.023055,1.059688,0.362981,0.425732,0.323429,0.281418,0.259822,0.185206,0.234120,0.183515,0.192384,0.198656,0.195504,0.169112,0.009348,0.012523,0.048090,0.006943,0.011521,0.009246,0.037401,0.004065,0.004442,0.010773,0.037013,0.006160,0.012182,amlo
