@RELATION knndiffparam
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {amlo,not_amlo,music}

@DATA
0.096175,0.009234,3.052991,0.172432,0.184111,0.643539,0.008630,0.139837,-28.698829,1.719640,-0.231706,-0.333736,-0.192350,-0.018350,-0.052646,-0.293598,-0.035257,-0.373885,-0.298318,-0.188603,0.086938,0.011118,0.004974,0.032958,0.030168,0.025119,0.018791,0.024275,0.003565,0.005432,0.010050,0.012958,0.007251,0.023041,0.081603,0.013131,0.302635,0.078075,0.034353,0.591544,0.006669,0.153025,3.596409,0.718424,0.638891,0.568554,0.447262,0.328084,0.288157,0.388856,0.293100,0.310647,0.347042,0.435582,0.364556,0.013226,0.007027,0.028812,0.033923,0.026836,0.027713,0.025096,0.006760,0.008790,0.016278,0.014550,0.010105,0.011339,not_amlo
0.056715,0.014414,3.053557,0.137576,0.174380,0.377475,0.010159,0.081416,-28.846588,1.853643,-0.574363,-0.129999,-0.032023,-0.079296,0.143243,-0.261432,-0.113202,-0.232105,-0.163455,-0.010731,0.044445,0.023695,0.007366,0.070035,0.014414,0.022359,0.030247,0.030912,0.002988,0.008183,0.005211,0.010238,0.004248,0.035366,0.041613,0.019741,0.262827,0.049797,0.033619,0.362911,0.008963,0.077996,4.003196,0.736611,0.637424,0.698104,0.370632,0.328949,0.275511,0.389106,0.297342,0.301876,0.319606,0.334049,0.325747,0.030965,0.011501,0.077937,0.022184,0.024743,0.043673,0.027435,0.003733,0.013364,0.005529,0.012727,0.005455,0.019424,not_amlo
0.069673,0.019778,3.085837,0.145675,0.173010,0.422319,0.009560,0.098603,-26.829562,1.578251,-0.737829,-0.106817,-0.241999,-0.046661,0.039753,-0.363303,-0.075060,-0.355282,-0.331754,-0.228927,0.119240,0.007033,0.007059,0.032336,0.024016,0.025558,0.020953,0.019209,0.003307,0.007812,0.010252,0.011166,0.008063,0.022757,0.062415,0.023576,0.293049,0.063329,0.033145,0.447854,0.006625,0.110414,3.243203,0.716282,0.637350,0.679013,0.387257,0.400499,0.339013,0.335522,0.309740,0.343860,0.301394,0.488334,0.395422,0.008152,0.010372,0.037072,0.028058,0.025799,0.025189,0.022665,0.005877,0.017215,0.019048,0.016468,0.013762,0.011661,not_amlo
0.052577,0.013719,3.063165,0.128103,0.163387,0.346120,0.010557,0.073557,-27.737459,1.842937,-0.378100,-0.307237,-0.074563,0.020711,-0.078236,-0.421156,-0.008643,-0.456744,-0.324207,-0.333953,0.021441,0.016835,0.005726,0.032350,0.038555,0.034501,0.022661,0.013851,0.002703,0.007246,0.014462,0.015301,0.007499,0.028990,0.036827,0.020349,0.255561,0.045943,0.034590,0.361805,0.006507,0.075858,3.287060,0.911241,0.802594,0.601661,0.332663,0.365545,0.348165,0.314956,0.286162,0.310904,0.296237,0.409845,0.330864,0.023996,0.007431,0.027000,0.047237,0.037742,0.031459,0.015380,0.003026,0.013117,0.025270,0.016545,0.012109,0.013827,not_amlo
0.055041,0.019358,3.066866,0.127955,0.162297,0.348995,0.011779,0.084882,-26.405353,1.610557,-0.664789,-0.345020,-0.382583,-0.096052,-0.165939,-0.382965,-0.067643,-0.528920,-0.453040,-0.258548,0.195419,0.007962,0.011048,0.029704,0.029773,0.028230,0.029901,0.010970,0.001547,0.005779,0.008928,0.007461,0.008480,0.024898,0.048022,0.020140,0.289213,0.052036,0.035325,0.393048,0.006624,0.089236,3.066488,0.699157,0.635390,0.593125,0.355072,0.338288,0.363427,0.371616,0.305180,0.318061,0.296278,0.411976,0.370824,0.010328,0.018222,0.030747,0.038853,0.034804,0.038590,0.016390,0.002564,0.006852,0.015302,0.007510,0.013447,0.013277,not_amlo
0.074165,0.013927,3.047039,0.145144,0.163016,0.466236,0.009891,0.108593,-27.127889,1.431764,-0.569835,-0.402159,-0.209471,0.203675,-0.114333,-0.323608,0.085407,-0.422915,-0.361461,-0.536402,-0.100450,0.009789,0.011188,0.043191,0.024074,0.018594,0.006573,0.017135,0.002435,0.010701,0.012564,0.009346,0.003323,0.021992,0.074391,0.015789,0.326152,0.077083,0.035921,0.507433,0.006154,0.134260,3.371880,0.704267,0.428809,0.633134,0.352297,0.413016,0.293068,0.365662,0.263453,0.295673,0.288656,0.432447,0.364006,0.011686,0.016445,0.037807,0.025164,0.026226,0.010461,0.023792,0.003302,0.018436,0.020020,0.013162,0.004163,0.011763,not_amlo
0.052128,0.016035,3.044870,0.123560,0.155317,0.335952,0.010110,0.080073,-27.098104,1.437933,-0.586421,-0.255725,-0.216697,0.183287,-0.156702,-0.421137,0.066911,-0.535924,-0.376325,-0.450581,0.106417,0.014818,0.005807,0.035188,0.030936,0.029240,0.010572,0.017205,0.001113,0.004693,0.017495,0.008862,0.007010,0.024487,0.037362,0.019775,0.332780,0.050814,0.038202,0.343312,0.005385,0.083188,3.463514,0.849360,0.628623,0.652155,0.384553,0.347692,0.378494,0.372933,0.346046,0.310995,0.305772,0.441025,0.440322,0.021138,0.008041,0.030376,0.036127,0.033033,0.014811,0.027317,0.001399,0.006187,0.025901,0.012273,0.010084,0.011643,not_amlo
0.067037,0.018461,3.030271,0.146516,0.174181,0.501452,0.010410,0.101053,-28.089876,1.788673,-0.226085,-0.314752,-0.052045,0.020311,-0.063134,-0.249414,-0.068180,-0.331812,-0.312627,-0.180829,0.115591,0.011329,0.007470,0.043464,0.027324,0.031263,0.022577,0.028686,0.002033,0.004748,0.012459,0.012769,0.010572,0.030530,0.046960,0.021843,0.351541,0.055691,0.033278,0.426713,0.007305,0.097054,3.368485,0.638351,0.648173,0.664906,0.413325,0.342950,0.294077,0.377406,0.255011,0.255534,0.297464,0.461866,0.383938,0.014169,0.009335,0.040746,0.036700,0.030213,0.039389,0.031076,0.003591,0.007537,0.014941,0.012826,0.021513,0.013428,not_amlo
0.052323,0.008035,3.057512,0.147794,0.183204,0.380425,0.008395,0.074183,-30.162155,1.605222,-0.290871,-0.018105,0.082944,0.065738,0.058843,-0.180167,-0.001081,-0.344651,-0.242247,-0.001229,0.065800,0.015079,0.008470,0.042112,0.018020,0.026780,0.015318,0.061340,0.001216,0.004823,0.004203,0.036544,0.007079,0.034581,0.032688,0.012216,0.227196,0.038669,0.030202,0.248639,0.005330,0.064804,2.685019,0.702855,0.478518,0.520376,0.272912,0.254183,0.262085,0.262751,0.271214,0.316201,0.286753,0.337830,0.373877,0.024598,0.009790,0.036636,0.028881,0.022581,0.023560,0.046213,0.001470,0.005103,0.003895,0.024974,0.010833,0.014555,not_amlo
0.046089,0.015991,3.018819,0.134183,0.175016,0.301415,0.011074,0.062641,-28.127709,1.848953,-0.110154,-0.188760,-0.094094,0.068353,0.148128,-0.264439,-0.013782,-0.369989,-0.299285,-0.059742,0.206710,0.010086,0.003264,0.070999,0.021345,0.031309,0.028413,0.023823,0.001307,0.004837,0.006449,0.028734,0.008099,0.037777,0.043706,0.017018,0.261560,0.055441,0.030710,0.366394,0.006192,0.093557,2.774220,0.552460,0.602031,0.620890,0.388792,0.366821,0.280280,0.408479,0.287695,0.255953,0.308268,0.376731,0.324227,0.017374,0.004702,0.044068,0.024543,0.034939,0.038871,0.029715,0.002121,0.011261,0.012017,0.026069,0.014203,0.011793,not_amlo
0.063743,0.017975,3.068679,0.135356,0.165502,0.356440,0.011671,0.093929,-26.662793,1.766032,-0.558803,-0.029882,-0.065839,0.118562,-0.009296,-0.377712,0.053254,-0.351639,-0.213853,-0.183446,0.188579,0.009902,0.004415,0.042174,0.024189,0.027408,0.020473,0.018007,0.004086,0.007606,0.011270,0.023176,0.007626,0.028588,0.075823,0.021408,0.335022,0.070498,0.033517,0.480145,0.008943,0.131251,3.328047,0.899569,0.592857,0.593524,0.430864,0.444719,0.329151,0.421710,0.337977,0.324433,0.369917,0.503867,0.446453,0.013192,0.007664,0.047776,0.034919,0.033645,0.037489,0.023703,0.005709,0.017427,0.018950,0.033662,0.014113,0.017771,not_amlo
0.050168,0.011017,3.042411,0.130278,0.169032,0.303247,0.011272,0.069020,-28.652373,1.664916,-0.325676,0.032362,-0.073891,0.079798,0.107475,-0.187634,0.103952,-0.293630,-0.226591,-0.151402,0.150436,0.009114,0.007533,0.036080,0.017727,0.026932,0.012441,0.067478,0.001126,0.006159,0.010811,0.032978,0.007097,0.037134,0.048766,0.012290,0.254702,0.049404,0.031051,0.351548,0.006295,0.099004,2.960890,0.755274,0.670861,0.612768,0.475961,0.372843,0.292950,0.443272,0.294217,0.305265,0.262963,0.364008,0.357795,0.014660,0.015848,0.034128,0.024043,0.026754,0.019699,0.060921,0.001357,0.008990,0.017249,0.040705,0.011373,0.018433,not_amlo
0.048553,0.022325,3.052926,0.137541,0.176544,0.326564,0.009050,0.065163,-27.883437,1.647182,-0.407309,-0.233834,-0.056883,0.143662,-0.041082,-0.228116,0.023353,-0.420021,-0.136893,-0.071531,0.216079,0.008523,0.008723,0.043000,0.017319,0.029050,0.019180,0.031627,0.002535,0.007430,0.006767,0.026073,0.005067,0.028500,0.025260,0.024999,0.316019,0.040427,0.031261,0.209748,0.005691,0.046098,3.023810,0.608570,0.556193,0.606251,0.391271,0.307116,0.347839,0.333517,0.354565,0.283679,0.312580,0.430803,0.422164,0.013478,0.013094,0.034951,0.024667,0.032198,0.028409,0.025250,0.003486,0.011965,0.008481,0.025834,0.010853,0.010655,not_amlo
0.055685,0.012124,3.079775,0.133642,0.165704,0.378473,0.010981,0.080263,-28.133766,1.594895,-0.383369,-0.238610,-0.311180,-0.029440,-0.060716,-0.242905,-0.155834,-0.436828,-0.303324,-0.088055,0.082607,0.015461,0.008023,0.039639,0.018333,0.029834,0.032200,0.017359,0.003339,0.009243,0.005386,0.007405,0.009699,0.027833,0.035430,0.014564,0.256709,0.047203,0.031562,0.304540,0.007343,0.085997,2.910220,0.974407,0.510706,0.632613,0.403266,0.357407,0.342367,0.328820,0.344774,0.319115,0.300704,0.355007,0.382134,0.021910,0.008965,0.038895,0.027065,0.034010,0.041294,0.019775,0.004818,0.017555,0.008709,0.007267,0.017001,0.012955,not_amlo
0.060567,0.008284,3.065856,0.140061,0.171522,0.417457,0.009600,0.084083,-29.327232,1.520841,-0.419009,-0.278342,-0.165172,-0.081762,-0.088458,-0.149856,-0.136360,-0.450949,-0.304053,-0.077446,0.127503,0.008551,0.007493,0.041594,0.025721,0.031576,0.021392,0.029836,0.001569,0.004156,0.007770,0.014792,0.005822,0.027357,0.037481,0.012496,0.246079,0.045990,0.034631,0.315634,0.007164,0.080645,3.835586,0.999147,0.466730,0.756728,0.331114,0.398835,0.335514,0.371562,0.310637,0.300958,0.321606,0.409100,0.313019,0.012038,0.010531,0.042683,0.036601,0.030607,0.037018,0.028806,0.001747,0.006049,0.012307,0.018434,0.009059,0.014117,not_amlo
0.051121,0.014359,2.996704,0.130375,0.172426,0.317638,0.009299,0.062768,-28.997858,1.634853,-0.324818,0.091418,-0.084052,0.055844,0.025258,-0.200899,0.062454,-0.353935,-0.201938,-0.161069,0.020911,0.014285,0.008792,0.046534,0.022575,0.035430,0.015000,0.033413,0.001319,0.005081,0.008531,0.019493,0.008257,0.028052,0.019341,0.017533,0.275627,0.031521,0.027793,0.196379,0.008192,0.039149,3.032012,0.747035,0.482332,0.594068,0.441395,0.366249,0.293667,0.335088,0.261430,0.283179,0.292858,0.382252,0.293622,0.018476,0.012962,0.034532,0.029961,0.036203,0.023163,0.032601,0.001546,0.006504,0.010443,0.018232,0.013687,0.011689,not_amlo
0.068403,0.015662,3.029436,0.143341,0.167364,0.400008,0.010461,0.101706,-26.895330,1.460527,-0.704337,-0.386067,-0.317552,0.033611,-0.130347,-0.364910,0.004918,-0.473067,-0.415386,-0.453201,0.092706,0.007130,0.005065,0.039045,0.040558,0.017484,0.016998,0.013428,0.001200,0.007087,0.013513,0.006731,0.006784,0.023994,0.060483,0.016820,0.380647,0.068267,0.040913,0.417966,0.007106,0.125521,3.212254,0.931763,0.659854,0.653483,0.411645,0.384990,0.346181,0.405806,0.251968,0.303809,0.273356,0.392578,0.373311,0.010187,0.005261,0.036923,0.042036,0.018024,0.031692,0.021655,0.001384,0.010744,0.019890,0.007701,0.011186,0.013487,not_amlo
0.055231,0.011896,3.034152,0.130520,0.166071,0.342244,0.011807,0.087795,-27.246214,1.852949,-0.441294,-0.302838,-0.359035,-0.049656,-0.127017,-0.303030,-0.058218,-0.416279,-0.259022,-0.255143,0.001899,0.019230,0.017623,0.034553,0.016757,0.020272,0.035018,0.019062,0.002186,0.007204,0.009621,0.007915,0.008890,0.026809,0.048569,0.013961,0.358383,0.059159,0.038824,0.348109,0.007998,0.110529,2.585752,0.990488,0.517680,0.664151,0.372849,0.374500,0.322004,0.355715,0.317678,0.294651,0.271746,0.395660,0.349801,0.022730,0.025378,0.030636,0.019473,0.020391,0.040421,0.021309,0.003003,0.011375,0.015021,0.007574,0.013837,0.013243,not_amlo
0.049170,0.012342,3.066297,0.123595,0.163126,0.282898,0.011645,0.069201,-27.846460,1.854029,-0.507839,-0.214909,-0.282376,-0.093520,-0.048448,-0.337761,0.016343,-0.339513,-0.353283,-0.283974,0.017360,0.015606,0.011339,0.037892,0.029891,0.025601,0.020583,0.022785,0.002195,0.007287,0.017307,0.011900,0.005544,0.028171,0.033687,0.015732,0.242362,0.046657,0.035538,0.308438,0.008087,0.066750,3.584632,0.871672,0.603188,0.609517,0.429654,0.401453,0.392082,0.345231,0.301677,0.295042,0.313017,0.458064,0.386718,0.018802,0.018478,0.034707,0.031805,0.032209,0.034967,0.031286,0.003819,0.011344,0.022750,0.012794,0.009180,0.011983,not_amlo
0.136543,0.005946,2.992747,0.203728,0.179800,1.132899,0.006629,0.230508,-29.689206,0.676038,-0.367449,0.030768,0.005832,0.050888,-0.082177,-0.228263,-0.082310,-0.306119,-0.084656,0.010351,0.184649,0.003407,0.003906,0.019159,0.013610,0.023428,0.020251,0.022312,0.002407,0.005252,0.006729,0.011635,0.004167,0.018143,0.077093,0.007147,0.420296,0.071780,0.027483,0.590075,0.004361,0.145590,2.682926,0.679078,0.548295,0.434119,0.272804,0.303127,0.257935,0.297407,0.274351,0.266722,0.315017,0.341052,0.265426,0.002993,0.005914,0.024408,0.015676,0.027390,0.027282,0.027438,0.003070,0.007270,0.008430,0.015738,0.005986,0.011848,not_amlo
0.066647,0.025270,3.005473,0.140904,0.161842,0.423379,0.012067,0.100399,-25.322887,1.629870,-0.401152,-0.521970,-0.311238,-0.143660,-0.122518,-0.470959,-0.173334,-0.538824,-0.383999,-0.201038,0.119025,0.004661,0.007504,0.029272,0.029350,0.034204,0.034229,0.014085,0.002006,0.007528,0.009603,0.006978,0.004930,0.026886,0.081295,0.021607,0.405344,0.076843,0.035767,0.453120,0.006672,0.144238,2.345509,0.936609,0.697175,0.670672,0.342868,0.392124,0.347873,0.327274,0.331801,0.277570,0.319087,0.436676,0.408070,0.005228,0.014892,0.039782,0.034276,0.038222,0.048795,0.020121,0.003136,0.012077,0.016918,0.010019,0.006139,0.014201,not_amlo
0.061044,0.013225,2.969379,0.136115,0.168089,0.387546,0.011150,0.092042,-27.338390,1.628427,-0.626352,-0.272326,-0.226611,-0.042511,0.026336,-0.410855,-0.184794,-0.457655,-0.306855,-0.188645,0.113439,0.007631,0.004012,0.033009,0.027894,0.038101,0.030357,0.018923,0.001873,0.004162,0.015570,0.010805,0.004793,0.027700,0.054386,0.016362,0.437624,0.062431,0.035099,0.460340,0.007521,0.114852,3.390266,0.873392,0.641818,0.603489,0.411562,0.347786,0.352697,0.328783,0.358746,0.334609,0.295596,0.417222,0.391614,0.008784,0.007334,0.039833,0.032810,0.040225,0.046695,0.023190,0.002503,0.004599,0.027508,0.016393,0.005945,0.015063,not_amlo
0.089111,0.011962,3.017875,0.154779,0.167331,0.517629,0.009168,0.127477,-27.124978,1.428242,-0.580071,-0.030075,-0.262969,-0.048518,-0.104986,-0.486481,-0.002080,-0.434121,-0.274152,-0.286836,0.002014,0.011447,0.005075,0.021205,0.023792,0.025535,0.019712,0.017405,0.001541,0.009396,0.011481,0.008907,0.007310,0.020408,0.106395,0.014698,0.403843,0.091623,0.033868,0.638195,0.006882,0.166186,3.027214,0.884539,0.596176,0.568707,0.391255,0.424189,0.336373,0.426709,0.348635,0.293447,0.332752,0.354240,0.428034,0.017941,0.005994,0.023856,0.027611,0.026977,0.031956,0.023263,0.001212,0.010585,0.016442,0.012260,0.009559,0.013011,not_amlo
0.064855,0.011771,3.057456,0.140114,0.166891,0.461915,0.009003,0.100082,-27.963537,1.389183,-0.411296,-0.237831,-0.193538,0.130268,-0.026187,-0.386118,0.031961,-0.471109,-0.284131,-0.269736,0.073062,0.007383,0.005378,0.042341,0.022864,0.037762,0.016828,0.023721,0.005662,0.006640,0.011722,0.013033,0.005325,0.028659,0.042451,0.013176,0.266990,0.044607,0.031826,0.343050,0.005276,0.095937,2.455759,0.661033,0.582392,0.475829,0.341760,0.359428,0.364750,0.340143,0.310176,0.258380,0.270392,0.313640,0.315121,0.007785,0.008230,0.042228,0.027355,0.042169,0.028439,0.022461,0.007972,0.009104,0.018118,0.013619,0.011289,0.014829,not_amlo
0.060045,0.008451,3.006730,0.139097,0.170141,0.384464,0.009248,0.079964,-29.186065,1.675228,-0.430315,-0.312556,-0.153197,-0.113108,0.057255,-0.278053,-0.195416,-0.489864,-0.351850,-0.064133,0.205295,0.016549,0.005977,0.036197,0.024132,0.042161,0.017766,0.028352,0.002768,0.002867,0.004305,0.011996,0.005478,0.027341,0.044083,0.013186,0.295379,0.052042,0.034574,0.310750,0.006082,0.078184,3.402812,0.599078,0.702444,0.680850,0.387592,0.331417,0.313285,0.339074,0.330855,0.290635,0.264203,0.383978,0.366520,0.027144,0.008150,0.033561,0.030298,0.038657,0.024727,0.034128,0.003633,0.003256,0.005993,0.017918,0.008816,0.012111,not_amlo
0.056733,0.013076,3.059949,0.139491,0.174748,0.371300,0.009582,0.077750,-27.788155,1.548050,-0.438337,-0.248611,-0.164393,0.088502,-0.210463,-0.356890,-0.111806,-0.526445,-0.272090,-0.146693,0.224194,0.007997,0.005844,0.028470,0.020941,0.045614,0.030813,0.025824,0.003511,0.006650,0.006043,0.012998,0.010175,0.029492,0.037326,0.016386,0.306907,0.047800,0.034261,0.317127,0.007203,0.070368,3.812898,0.804038,0.617518,0.591046,0.382851,0.355122,0.344589,0.358159,0.338411,0.322062,0.314595,0.389814,0.381789,0.013408,0.007101,0.032310,0.025940,0.044074,0.042490,0.030817,0.005189,0.011125,0.007873,0.012782,0.018541,0.013879,not_amlo
0.064338,0.008311,3.034679,0.147737,0.175919,0.456163,0.009611,0.098775,-28.672832,1.729158,-0.352224,-0.342720,-0.188427,0.036719,-0.078709,-0.267486,-0.036934,-0.364936,-0.375871,-0.291806,0.005609,0.018650,0.005843,0.039923,0.032330,0.032705,0.016609,0.021772,0.001733,0.006385,0.011120,0.012018,0.006651,0.029276,0.045150,0.009872,0.323863,0.056714,0.033281,0.395112,0.006921,0.116822,3.091806,0.804638,0.679362,0.543881,0.433007,0.343554,0.287196,0.293311,0.280665,0.266829,0.331186,0.469027,0.379170,0.028180,0.009052,0.040735,0.037706,0.037046,0.026502,0.024146,0.001706,0.013120,0.016124,0.012808,0.010022,0.012512,not_amlo
0.062046,0.017611,3.059770,0.149239,0.175372,0.484736,0.009122,0.092659,-28.138663,1.654809,-0.265621,-0.164767,0.027732,-0.070463,-0.019962,-0.277739,-0.193834,-0.347893,-0.266167,-0.022400,0.189774,0.011181,0.004695,0.045607,0.019152,0.034523,0.034115,0.034942,0.002303,0.005905,0.004486,0.019930,0.005466,0.032718,0.041164,0.021284,0.313461,0.050664,0.030328,0.372877,0.006778,0.087013,2.910221,0.662528,0.675672,0.575924,0.347185,0.393975,0.325046,0.358086,0.281493,0.245010,0.317949,0.466903,0.407950,0.018434,0.006587,0.040099,0.029078,0.035239,0.040542,0.041701,0.003110,0.008533,0.005116,0.019030,0.010305,0.013798,not_amlo
0.060100,0.015400,3.048185,0.141574,0.171869,0.395409,0.011547,0.097958,-26.684419,1.758688,-0.628279,-0.286906,-0.214938,-0.085575,-0.092771,-0.350097,-0.191734,-0.528316,-0.310682,-0.171899,0.238767,0.012498,0.004563,0.025557,0.028601,0.041509,0.030746,0.012446,0.001446,0.005261,0.011295,0.009250,0.010482,0.028354,0.052168,0.014023,0.301815,0.057749,0.031759,0.421461,0.006764,0.109735,2.465107,0.808082,0.666658,0.616712,0.369488,0.388260,0.337669,0.336452,0.318390,0.305938,0.313628,0.427373,0.391372,0.015026,0.006980,0.029234,0.038501,0.043134,0.046361,0.016044,0.002296,0.008269,0.018768,0.012226,0.016615,0.012085,not_amlo
0.049814,0.027436,3.080504,0.130680,0.169942,0.313560,0.012781,0.070091,-27.168743,1.769361,-0.494676,-0.086820,-0.187275,-0.061240,-0.140087,-0.355056,-0.039453,-0.406989,-0.327456,-0.148047,0.133790,0.010197,0.004415,0.038272,0.029695,0.028346,0.030417,0.036202,0.001801,0.004631,0.009878,0.016426,0.009648,0.032160,0.030621,0.030195,0.259091,0.045732,0.033199,0.283620,0.010469,0.066265,3.539639,0.764783,0.708032,0.535627,0.411135,0.413025,0.364426,0.381958,0.359413,0.266786,0.384814,0.460205,0.364179,0.013138,0.006163,0.038057,0.039082,0.033928,0.052764,0.046379,0.002467,0.006715,0.016031,0.022232,0.018232,0.016044,not_amlo
0.065567,0.015225,3.019645,0.141804,0.174773,0.373953,0.010312,0.083140,-28.956785,1.614854,-0.741596,-0.139660,-0.150227,-0.056795,0.025853,-0.353643,-0.142569,-0.523519,-0.197628,-0.018917,0.295926,0.004568,0.004484,0.031345,0.016936,0.048880,0.025075,0.028621,0.002878,0.006417,0.005840,0.019211,0.007788,0.028416,0.049915,0.023773,0.432734,0.055397,0.035767,0.365906,0.006846,0.091069,4.133035,0.803909,0.854735,0.576560,0.416405,0.344021,0.355626,0.417643,0.335546,0.328161,0.294696,0.343898,0.350144,0.005103,0.005743,0.035667,0.022192,0.041351,0.032618,0.035853,0.004088,0.008740,0.010004,0.023521,0.010654,0.012790,not_amlo
0.058943,0.016245,3.026507,0.135854,0.167271,0.356140,0.010910,0.077414,-27.142245,1.762850,-0.569118,-0.424767,-0.214396,0.014002,-0.055280,-0.437996,-0.203195,-0.536059,-0.233587,-0.101458,0.246230,0.007915,0.007665,0.022583,0.018247,0.040438,0.041930,0.029159,0.001962,0.006333,0.007776,0.009386,0.006047,0.029331,0.050418,0.021219,0.326874,0.056818,0.030633,0.359255,0.006593,0.088994,3.524722,0.853096,0.813312,0.673688,0.374716,0.394913,0.331929,0.406950,0.339364,0.279784,0.370593,0.428916,0.367385,0.011576,0.013456,0.027830,0.026061,0.040494,0.059461,0.042691,0.002556,0.009307,0.012833,0.011941,0.010922,0.015312,not_amlo
0.050758,0.026549,2.959914,0.135010,0.172779,0.344245,0.009335,0.064610,-27.329311,1.791460,-0.306960,-0.378340,-0.100358,0.111110,-0.022951,-0.210200,-0.098792,-0.302650,-0.243386,-0.185172,0.078222,0.012682,0.005652,0.078185,0.023289,0.033074,0.018169,0.025045,0.002425,0.007133,0.009147,0.018825,0.004635,0.035882,0.038697,0.031730,0.416492,0.043237,0.029879,0.310970,0.006861,0.074104,3.547890,0.768322,0.530193,0.732943,0.420121,0.341662,0.354135,0.336747,0.311674,0.302418,0.323259,0.412254,0.283719,0.020222,0.007540,0.075418,0.027617,0.035583,0.022314,0.029449,0.004140,0.011894,0.013113,0.024054,0.006332,0.020345,not_amlo
0.048407,0.022460,3.084982,0.125636,0.164904,0.309789,0.011709,0.067786,-26.816607,1.900659,-0.488443,-0.408910,-0.185131,-0.116537,-0.075517,-0.435995,-0.172287,-0.440388,-0.415618,-0.188550,0.260594,0.005187,0.005793,0.031682,0.027494,0.046885,0.040135,0.017213,0.001196,0.005759,0.018400,0.011094,0.004149,0.032538,0.032020,0.023362,0.233183,0.046256,0.036488,0.260728,0.007755,0.073521,3.362022,0.781649,0.583424,0.681414,0.373994,0.399652,0.330819,0.342238,0.312538,0.321207,0.310138,0.487698,0.332556,0.011145,0.012066,0.036783,0.031292,0.046047,0.060329,0.022026,0.001757,0.008341,0.028466,0.015673,0.006192,0.015240,not_amlo
0.057264,0.010702,2.985215,0.131523,0.167694,0.330457,0.011491,0.082641,-27.634414,1.604475,-0.586966,-0.209872,-0.247353,0.020001,-0.204372,-0.381204,-0.018749,-0.512902,-0.394369,-0.278365,0.168622,0.018186,0.007532,0.028503,0.020140,0.029110,0.024598,0.015911,0.001968,0.008641,0.007762,0.014296,0.014924,0.026070,0.041335,0.014340,0.450928,0.049374,0.031559,0.338474,0.007244,0.080192,3.027578,0.777159,0.595127,0.598334,0.387516,0.371951,0.369363,0.376460,0.352134,0.271496,0.346988,0.403728,0.402297,0.023278,0.011848,0.026684,0.020241,0.030485,0.037544,0.018624,0.002250,0.014979,0.011199,0.017325,0.028898,0.012690,not_amlo
